source,target,shortest_path,path_cost,num_hops
658,550,"[658, 368, 422, 308, 550]",7.262540141414561,4
700,536,"[700, 157, 8, 259, 10, 536]",5.112464352616579,5
755,734,"[755, 268, 7, 734]",8.451527230288598,3
229,664,"[229, 122, 212, 356, 28, 449, 664]",4.754961352202523,6
922,287,"[922, 83, 797, 11, 117, 277, 287]",6.797280641075003,6
394,452,"[394, 889, 45, 16, 231, 23, 452]",4.578374237690423,6
619,32,"[619, 843, 7, 32]",3.2844144672756697,3
914,362,"[914, 10, 259, 186, 362]",5.75980890239858,4
110,120,"[110, 10, 629, 35, 120]",5.057591938721237,4
15,738,"[15, 103, 0, 817, 738]",3.157645162882369,4
522,714,"[522, 7, 32, 119, 714]",4.175366640115393,4
713,97,"[713, 72, 26, 97]",3.881595458162401,3
115,964,"[115, 9, 32, 558, 964]",5.670429309271973,4
470,438,"[470, 19, 28, 7, 570, 438]",5.190371705808559,5
280,348,"[280, 0, 839, 348]",3.375051798757918,3
231,972,"[231, 23, 0, 19, 88, 972]",6.659848510693967,5
110,351,"[110, 9, 351]",3.5181128651982285,2
929,11,"[929, 488, 19, 11]",3.566845195400109,3
983,487,"[983, 909, 13, 0, 103, 487]",5.90018426933648,5
532,638,"[532, 186, 7, 749, 638]",4.566114522896519,4
284,946,"[284, 12, 42, 691, 44, 946]",5.033718484180506,5
632,635,"[632, 575, 26, 76, 48, 427, 635]",7.098249829139524,6
918,544,"[918, 9, 615, 544]",4.676951875746639,3
391,169,"[391, 81, 15, 169]",6.331513811330881,3
76,964,"[76, 26, 46, 181, 964]",6.093798144059239,4
296,329,"[296, 7, 329]",1.905282201441715,2
62,269,"[62, 418, 51, 322, 19, 269]",4.811609966776803,5
215,189,"[215, 32, 7, 189]",3.6331079488615687,3
74,685,"[74, 6, 0, 685]",3.0932031642754665,3
509,578,"[509, 146, 7, 31, 578]",5.201902538124844,4
92,52,"[92, 31, 8, 589, 45, 52]",3.9538189344262373,5
495,947,"[495, 38, 278, 125, 248, 947]",5.317811675900686,5
93,624,"[93, 79, 8, 704, 624]",5.327187959600015,4
228,249,"[228, 204, 7, 607, 249]",5.802906084778575,4
390,720,"[390, 2, 720]",4.667883876947241,2
979,181,"[979, 184, 13, 28, 46, 181]",5.68825472687791,5
266,280,"[266, 2, 7, 0, 280]",6.058340562524674,4
954,983,"[954, 7, 2, 983]",4.099791912862384,3
961,666,"[961, 273, 347, 511, 78, 666]",5.115163938132097,5
82,185,"[82, 582, 7, 32, 148, 185]",4.044960272459605,5
860,996,"[860, 174, 7, 186, 362, 996]",6.663569794811369,5
650,566,"[650, 310, 460, 8, 31, 92, 566]",7.6784839792179564,6
530,347,"[530, 196, 271, 192, 273, 347]",4.453774292338916,5
422,980,"[422, 308, 541, 251, 26, 19, 172, 891, 980]",7.907664062191702,8
857,981,"[857, 766, 6, 8, 27, 51, 304, 981]",7.047830655913751,7
453,266,"[453, 54, 212, 122, 446, 266]",4.851803648519724,5
506,141,"[506, 283, 25, 141]",3.434581214457749,3
315,675,"[315, 107, 40, 3, 675]",5.438748876380247,4
763,231,"[763, 263, 401, 2, 16, 231]",4.960055290087274,5
296,897,"[296, 63, 62, 897]",4.859815566306163,3
952,874,"[952, 256, 17, 49, 874]",4.830120429275969,4
571,915,"[571, 618, 0, 40, 915]",6.19520296886675,4
21,383,"[21, 9, 554, 12, 383]",4.957084284928654,4
125,102,"[125, 522, 102]",3.3818617593051803,2
899,951,"[899, 164, 17, 369, 951]",5.4813017831861215,4
732,109,"[732, 321, 9, 297, 25, 109]",6.611200073230762,5
569,471,"[569, 1, 261, 471]",2.9379448675250024,3
64,471,"[64, 10, 102, 471]",3.8028252757837095,3
569,669,"[569, 337, 489, 533, 54, 669]",6.715625968212328,5
75,18,"[75, 9, 36, 18]",3.1744143258447783,3
383,996,"[383, 933, 34, 7, 186, 362, 996]",6.203051459209609,6
189,761,"[189, 137, 15, 75, 761]",5.17928913318549,4
359,874,"[359, 345, 15, 318, 874]",7.889116732582399,4
885,451,"[885, 8, 611, 451]",3.7570567456851975,3
78,595,"[78, 575, 26, 715, 595]",3.3621612103452896,4
171,211,"[171, 42, 12, 554, 9, 211]",4.161329495039242,5
885,444,"[885, 8, 31, 7, 444]",4.810611217485814,4
148,9,"[148, 32, 9]",2.125150203757923,2
541,791,"[541, 251, 26, 715, 42, 163, 852, 791]",5.934480466606367,7
