node_id,node_name,features
50,Node_50,"[0.825973669583487, 0.29130280870515035, 0.8085861694290979, 0.9202711976015386, 0.4274938719943202, 0.36505065410553084, 0.8022213189713018, 0.529482882379394]"
51,Node_51,"[0.6844490484631971, 0.6228292369611795, 0.15288884564479632, 0.8447903602895617, 0.1957751114131362, 0.9322821440707808, 0.25057129142214785, 0.7338809732737419]"
52,Node_52,"[0.28465539349359203, 0.3177854085868639, 0.3100018527823053, 0.7478922540260833, 0.5568151179693931, 0.8829524558474972, 0.30737271920404485, 0.6919925220567443]"
53,Node_53,"[0.7529485996631107, 0.15148211302995818, 0.40058935731981116, 0.4828174943504111, 0.3556873898943743, 0.3221125959691381, 0.6864198939976419, 0.21586639765948856]"
54,Node_54,"[0.7093907452511288, 0.9350441963907306, 0.5651975211777511, 0.6114342367394741, 0.06893270212408908, 0.8644769036178283, 0.2854477871998655, 0.6150511655285649]"
55,Node_55,"[0.9791121697448023, 0.5955026005728078, 0.7247094874643776, 0.4453196182237519, 0.06036584351505736, 0.7975993494897885, 0.03499884126398567, 0.7006578288878541]"
56,Node_56,"[0.022921573149636942, 0.8623052365766706, 0.15763603583298058, 0.5142714954425511, 0.5971507044831473, 0.4575454073734121, 0.3407634893488872, 0.4678142961809717]"
57,Node_57,"[0.3114157538811587, 0.4381223470808632, 0.35891299099803065, 0.5662048235071453, 0.23792416224498347, 0.9886565549140125, 0.5008699533821656, 0.19416207741450964]"
58,Node_58,"[0.47706674956727246, 0.8664151295248242, 0.021806793124395596, 0.6795541191072888, 0.547967796793928, 0.16955799437013552, 0.8174764393049206, 0.36888462237400566]"
59,Node_59,"[0.29380202881550743, 0.828125191856901, 0.6385250461916646, 0.8982590836748244, 0.6298837036711994, 0.7408176579321153, 0.8364458962596129, 0.05473963590993691]"
60,Node_60,"[0.7760489588693803, 0.6137064818495768, 0.06950779651519323, 0.5085779218687151, 0.08245807798395388, 0.7359472017232224, 0.546501713897883, 0.9535735374122973]"
61,Node_61,"[0.18313537157176984, 0.6060334525203784, 0.21158213457049135, 0.6140649847273983, 0.7226497023608565, 0.7223043293295386, 0.8150739906826099, 0.8535502279583167]"
62,Node_62,"[0.07727172626717704, 0.34326715707240407, 0.6871225203598057, 0.49858628739121214, 0.1906759467547915, 0.552709570166698, 0.4074356527661438, 0.3900382776543051]"
63,Node_63,"[0.8097537174356638, 0.40759833383218125, 0.026454505480424162, 0.058063338891091276, 0.8562440416916203, 0.9606008100125213, 0.6884093364557076, 0.3643682941000802]"
64,Node_64,"[0.9386003157947275, 0.6628030863757358, 0.8443335491993377, 0.7658523040370093, 0.3791393157725924, 0.4787022008507855, 0.1861321543680995, 0.29201410044073406]"
65,Node_65,"[0.7781256612865217, 0.8939783918831082, 0.7244604232514118, 0.4651736966566383, 0.08650926893974753, 0.056947948698448214, 0.3743255646128538, 0.4638217187676631]"
66,Node_66,"[0.6091206222132969, 0.00648952138699721, 0.9897228904663063, 0.3639388834040429, 0.8480946638011214, 0.5349667056654044, 0.1304394545333465, 0.7975655525345219]"
67,Node_67,"[0.7098270749198761, 0.527436084929228, 0.51455309133378, 0.08747960575092806, 0.6558489485738741, 0.9112451557542998, 0.09324491922135836, 0.2635114506489049]"
68,Node_68,"[0.9023079734420988, 0.2843439098197933, 0.6539436721799263, 0.5348181649431442, 0.5963276050038621, 0.4157889015772531, 0.2999914705537111, 0.04853345072966897]"
69,Node_69,"[0.7442809392941642, 0.7460934621942268, 0.6707257400787232, 0.6436337881196206, 0.24371713216752622, 0.02234493376629121, 0.8087153968854397, 0.4911385356958269]"
70,Node_70,"[0.30683813070261834, 0.10193190678057007, 0.0627215909013884, 0.3488667217951773, 0.8047370647669405, 0.9187237493338305, 0.8967513646130647, 0.9200008347496549]"
71,Node_71,"[0.9077253431293427, 0.5272247516003958, 0.21941563855690382, 0.7980465828368204, 0.213712974852579, 0.2672072767565691, 0.23325432182254846, 0.5149824036958058]"
72,Node_72,"[0.3218275081690799, 0.15415604962534146, 0.4531734118938824, 0.873907238785167, 0.5705528549499722, 0.8783356058875871, 0.1958721850791374, 0.166973873672554]"
73,Node_73,"[0.5755771256984202, 0.46332890154627304, 0.6601726416469569, 0.7946267910267816, 0.7513072956521765, 0.9422611736585611, 0.39825640915701155, 0.20638674224818077]"
74,Node_74,"[0.5509126399478858, 0.1107431201911856, 0.28885112333163143, 0.20788805526314447, 0.3965637167970809, 0.11121657500221538, 0.03184174454809785, 0.6567940046300318]"
75,Node_75,"[0.6102489782898048, 0.7083589360386612, 0.660386440271344, 0.1142946811423835, 0.2910788813756463, 0.12952660990035236, 0.8429724020485632, 0.7469036553555233]"
76,Node_76,"[0.20152700291824244, 0.3413092404898934, 0.9666149922642142, 0.5941593578796515, 0.8011555973011573, 0.26459103476872914, 0.2100529201793052, 0.7839169288465484]"
77,Node_77,"[0.6858724552314401, 0.6809779292117637, 0.5526345818291939, 0.5635783427765488, 0.7356975053062538, 0.2700024811211953, 0.35276846585695576, 0.8716367705200551]"
78,Node_78,"[0.30886520101215775, 0.546309571379299, 0.7026394640066841, 0.9999248268331765, 0.43529133149533195, 0.4280928766249438, 0.8425883794336675, 0.8055031112598633]"
79,Node_79,"[0.7310758817345485, 0.4632296374090289, 0.3239391201607158, 0.6087304825848486, 0.8762232931316409, 0.8837774582085866, 0.10849834507043843, 0.42835028381315066]"
80,Node_80,"[0.46472195619874945, 0.9776153675237532, 0.6779980152425845, 0.40724641726207056, 0.026057885985593, 0.5653851600991959, 0.09607597563835613, 0.8344499573477631]"
81,Node_81,"[0.7525186605703621, 0.46050915990817876, 0.4292107795416997, 0.8973389655687687, 0.2884583504181284, 0.2490199621067708, 0.9391974328257621, 0.8092458367534826]"
82,Node_82,"[0.8206255930671946, 0.19519381427592553, 0.1432959914309344, 0.0260295498171349, 0.23704150891868003, 0.7741904917143247, 0.24003841876414977, 0.7291032835948762]"
83,Node_83,"[0.2519082653674215, 0.3952924979506717, 0.9831622899114084, 0.24481173128413558, 0.37637062729826765, 0.30108718046521366, 0.10962498633000228, 0.48989414213082494]"
84,Node_84,"[0.3786906633330023, 0.6948870858072801, 0.8175945469515462, 0.5442497144956385, 0.03219642208733686, 0.6189223562347216, 0.055390730020939194, 0.6163563235990249]"
85,Node_85,"[0.6850299492691885, 0.19776762761751843, 0.819346148721771, 0.9110851315740486, 0.8130869641138196, 0.30510919021208216, 0.5866430124456344, 0.9148151491912277]"
86,Node_86,"[0.3206647262228499, 0.820027822265425, 0.009475131261696523, 0.00364670278467627, 0.7597116603389674, 0.7614475821271212, 0.7889771878522938, 0.9300268378881623]"
87,Node_87,"[0.11790631182028422, 0.23198498498368836, 0.9037249203738076, 0.17723619777235344, 0.682229267576584, 0.5304630000408154, 0.08319367685150725, 0.28526366194153285]"
88,Node_88,"[0.5203722164409679, 0.8523501166838341, 0.7075384896146737, 0.621883161454933, 0.4960328899414148, 0.2986839838141343, 0.11924491131926118, 0.40907603456609554]"
89,Node_89,"[0.028518493911292575, 0.2110558892668506, 0.43248337587265984, 0.41860518567191507, 0.0442954309969924, 0.5890601535252913, 0.5496842558532362, 0.07810430402091284]"
90,Node_90,"[0.9431630524604393, 0.09938277895086012, 0.8548341512373361, 0.00030973191500593966, 0.8822810950453831, 0.019719732204312557, 0.757812031892116, 0.36169081130025293]"
91,Node_91,"[0.7382168001363199, 0.4017452054249785, 0.07090792233184173, 0.7675066953953641, 0.07125268532136497, 0.922120435961218, 0.050974035791661376, 0.47932527777151546]"
92,Node_92,"[0.7230344308507957, 0.39324646479203773, 0.2172334745924347, 0.759090961396027, 0.7842947047887264, 0.9226949839543672, 0.3761651104310777, 0.5062517344973269]"
93,Node_93,"[0.36312844284607204, 0.2570818218513682, 0.7510329615376086, 0.33965184501695544, 0.42814944199235205, 0.40367365762402785, 0.7126612256467458, 0.9177956261106798]"
94,Node_94,"[0.6667560613073773, 0.4715825960942326, 0.7792051147388834, 0.6409713241221375, 0.060610357117813485, 0.09566358641884165, 0.03791694407363333, 0.45681632620631984]"
95,Node_95,"[0.8258534343389649, 0.31308316935135205, 0.3841601830924817, 0.9094771083678906, 0.8369034453166548, 0.66504811238256, 0.2668037820922513, 0.1170414826884435]"
96,Node_96,"[0.016058822680113716, 0.10701067260442088, 0.29259644362394277, 0.5517900635794957, 0.06400008275238689, 0.136227778318449, 0.18108070230794104, 0.6319820929833062]"
97,Node_97,"[0.6157897989801244, 0.5507657263721529, 0.2505014246959396, 0.371119691218732, 0.09668971633774304, 0.22646060375805488, 0.8977052264725804, 0.9796917464358285]"
98,Node_98,"[0.6476595856402947, 0.9168232920234202, 0.6427419004014251, 0.03319648610546988, 0.996762584986409, 0.0989523016865349, 0.6826418014450607, 0.25283620307479004]"
99,Node_99,"[0.39198111290696014, 0.6459341848009382, 0.43648734930770705, 0.25054605893112825, 0.3344461868783247, 0.3415481169231763, 0.9593239045082137, 0.798613015923451]"
100,Node_100,"[0.4585487714794001, 0.19982092034136412, 0.811016110262656, 0.1571824716083735, 0.21046221714200342, 0.36601339184015114, 0.8803481958519901, 0.13178666863411026]"
101,Node_101,"[0.12223419285452608, 0.493974988305266, 0.2764105410936747, 0.5687279416481599, 0.4516366846832235, 0.4349591063512168, 0.11197297048699328, 0.14104969024984015]"
102,Node_102,"[0.8210785774468501, 0.8858827375717444, 0.23468353288525023, 0.11346050152476905, 0.05341667193451061, 0.6082976137418968, 0.7153532125002056, 0.3728099892032055]"
103,Node_103,"[0.6796758674906396, 0.7129588155595261, 0.9353422813969053, 0.06487363783510725, 0.1922917232310798, 0.06852598759698814, 0.8679939333361105, 0.7925871600335685]"
104,Node_104,"[0.574642070621839, 0.08366341005118316, 0.2733123586537196, 0.2977198480585169, 0.5607431960154171, 0.25804389403671546, 0.07295986391295484, 0.7307623018532994]"
105,Node_105,"[0.2990802116554113, 0.4523741770233006, 0.12766663498230535, 0.8025483033945796, 0.5655318769240576, 0.9015856262098628, 0.49547156306533335, 0.9414256718178797]"
106,Node_106,"[0.891868204381326, 0.5764598564592339, 0.9338934381498634, 0.3230887472945523, 0.36564216270421135, 0.045477951306036934, 0.5892009067638531, 0.7219239699289334]"
107,Node_107,"[0.7735191902421031, 0.1498162860461033, 0.4441590723125003, 0.17686321209391564, 0.6621273488542488, 0.15794637242176812, 0.9041636839560749, 0.23063464566141334]"
108,Node_108,"[0.29140226628824484, 0.8509063221509997, 0.4584676101457238, 0.023995945800073026, 0.49458625120264577, 0.08454333538012304, 0.9853447186873107, 0.5881115704556024]"
109,Node_109,"[0.25653261761097845, 0.5637176795476178, 0.07686710338175484, 0.799891304268817, 0.9253280538641637, 0.8744443882061596, 0.3417576022985628, 0.3257681196433685]"
110,Node_110,"[0.035087611216299996, 0.6514003587009167, 0.5349047841897949, 0.45934637132734135, 0.907630953334707, 0.1678789010828463, 0.009666266690182335, 0.07331645212076543]"
111,Node_111,"[0.2233714378273689, 0.03328554926345695, 0.5028437106431355, 0.31409045523357804, 0.18048300806813267, 0.7500840749486621, 0.20445132623253004, 0.6876051009937932]"
112,Node_112,"[0.3492649058476389, 0.5118277606625545, 0.9338670398513198, 0.03735163481581283, 0.5002645074774619, 0.8544229603276182, 0.5879742483703485, 0.27687051696515663]"
113,Node_113,"[0.39768113514503434, 0.6802656287285745, 0.890811894313803, 0.041066373746611595, 0.07153882189037641, 0.32505152360958756, 0.23277968443747898, 0.264930886222406]"
114,Node_114,"[0.22126999862588093, 0.19582504885515772, 0.13062396686929179, 0.933954131795238, 0.14418946390615306, 0.20440377476553617, 0.24626572398078572, 0.9330148731304205]"
115,Node_115,"[0.7557141336010847, 0.7896994303155147, 0.10475825953849804, 0.8363098750156717, 0.408193081817418, 0.26282302621238873, 0.5757500835203105, 0.8221829058167339]"
116,Node_116,"[0.7786521510749094, 0.8899974825811321, 0.9281321860154439, 0.23812207142774955, 0.42385789416927167, 0.014628539205070012, 0.87932165926506, 0.15457215147476755]"
117,Node_117,"[0.8614748123426943, 0.32938732198659637, 0.3681335899811382, 0.039132254483859374, 0.3268787897653196, 0.8883636828012641, 0.02554740112160414, 0.40632747304672534]"
118,Node_118,"[0.03139962981274114, 0.37092342510906495, 0.17264064078029118, 0.25221839326837203, 0.877598373161419, 0.436049220621891, 0.2737979914019122, 0.5893383779505478]"
119,Node_119,"[0.14210695983258237, 0.2593916074208559, 0.5462479676028885, 0.23752304184806883, 0.6791277374008733, 0.49149130225952253, 0.7719890702546909, 0.9482445357224686]"
120,Node_120,"[0.11580488934740774, 0.33466500998454485, 0.31954906287840656, 0.15118291933725425, 0.8103031373334708, 0.75987870403879, 0.484425470834399, 0.5377707777946096]"
121,Node_121,"[0.05954413800249625, 0.5555073523270456, 0.7913415240196364, 0.5738275735838572, 0.2653063701204189, 0.6675482723343372, 0.36148842996524766, 0.5448732842857352]"
122,Node_122,"[0.48756536327892475, 0.3811750009651801, 0.7188779803941351, 0.8838761119858818, 0.005212518476924943, 0.9336165192303673, 0.511515136083225, 0.7007318803632652]"
123,Node_123,"[0.8556245661758771, 0.46710369231426996, 0.8349740733648903, 0.17761981945520222, 0.15916753447981447, 0.6574713688561535, 0.8701430055517372, 0.8924261775360394]"
124,Node_124,"[0.6437404583772466, 0.5254892302093175, 0.3313930876965162, 0.9800004155993314, 0.3196956866662505, 0.7441861072315932, 0.5319817999050007, 0.6085123425253467]"
125,Node_125,"[0.3934805505886262, 0.9648231254722478, 0.571682326099271, 0.93778763045879, 0.007591416173914123, 0.572670583191121, 0.7171868897252714, 0.745080171162218]"
126,Node_126,"[0.9049768817816813, 0.004401609003786278, 0.00033015925947643687, 0.4722634607952153, 0.02929370500537065, 0.9745325536623746, 0.22206517454139196, 0.4726647293648447]"
127,Node_127,"[0.06113763001222361, 0.5220484161712585, 0.3799561251474085, 0.044660028877223756, 0.33512426669622475, 0.3914360202228556, 0.98992149127494, 0.20788587191937546]"
128,Node_128,"[0.5447796153700997, 0.9873155491986286, 0.7920192079401351, 0.9933675008820889, 0.9682983146601692, 0.4895395420941543, 0.6963758498705658, 0.1104431269411511]"
129,Node_129,"[0.44114882504680186, 0.8090185422666974, 0.5053353209771434, 0.7026990328172319, 0.745751329984277, 0.2534691412428939, 0.8756993729425655, 0.45982243090917896]"
130,Node_130,"[0.21018510362154375, 0.8654158817884438, 0.41781880610625366, 0.7503124383797197, 0.5480330722215929, 0.38187175223450043, 0.8098764150385693, 0.584469931644613]"
131,Node_131,"[0.3905621024270317, 0.10959787033512702, 0.8954453137667079, 0.035469585341666554, 0.8631873483680562, 0.35996152488315547, 0.6393387635014058, 0.9221997238356853]"
132,Node_132,"[0.1517066155038984, 0.5669504756388102, 0.764432862370192, 0.7575838327190574, 0.525631914599504, 0.6247394599064581, 0.7575269941328445, 0.8410276377574117]"
133,Node_133,"[0.7618130968758637, 0.35400494318124265, 0.9967264010577331, 0.4345026937193044, 0.02446470275893342, 0.36261695158546203, 0.12778295457384325, 0.121442615728375]"
134,Node_134,"[0.28153504010689434, 0.05337549417726084, 0.6885121884095631, 0.07398888420190508, 0.20328955543595617, 0.09289971449411938, 0.06316773090303107, 0.26775166553954166]"
135,Node_135,"[0.57189896766037, 0.9646855564468417, 0.8755566543496063, 0.8759339254453248, 0.1760670360376576, 0.2649071934978201, 0.0763933167953057, 0.778468339915185]"
136,Node_136,"[0.06981630148556195, 0.5566956708208533, 0.24787557232395074, 0.24344563402874475, 0.9907250552476051, 0.7567798069785374, 0.8369393582910502, 0.5719826853440126]"
137,Node_137,"[0.8710142873937492, 0.6454905391663529, 0.9461737047963453, 0.2813385860456368, 0.595319545782895, 0.6901313479368921, 0.39293730502780666, 0.8797079824040532]"
138,Node_138,"[0.9798031631041544, 0.4937694913726616, 0.39064065480433907, 0.47193792855645866, 0.8527367457319316, 0.6454684255181676, 0.04477237251809507, 0.5421699104457148]"
139,Node_139,"[0.017300122740969814, 0.7785353710034054, 0.32831227354246373, 0.47200748211732935, 0.798678105907632, 0.04644881728576156, 0.15854153559161044, 0.39796037644511484]"
140,Node_140,"[0.22992516354556058, 0.3379014257750631, 0.998174737892465, 0.8254144375738107, 0.8839018149601086, 0.9370546335657753, 0.34093588031419564, 0.2970769577964727]"
141,Node_141,"[0.2340624925720749, 0.8301169113081226, 0.6795518622851849, 0.2361719824828773, 0.3769938292104549, 0.5067117639327983, 0.5281400572737537, 0.8887277285517147]"
142,Node_142,"[0.3805661329472163, 0.9085240305005123, 0.44136756031978963, 0.7463726747923538, 0.930254319985056, 0.9075757039632664, 0.056952867295681164, 0.20570429497656983]"
143,Node_143,"[0.4769054255322751, 0.4315542899531073, 0.640891664837207, 0.9447090508254122, 0.11240471127794882, 0.45185866513424044, 0.1924110378871393, 0.8941075983979475]"
144,Node_144,"[0.9645801858016528, 0.4787016818903501, 0.10401029772814074, 0.7852946667226732, 0.697141350492399, 0.35467082661031046, 0.8874074739689635, 0.9758318897827072]"
145,Node_145,"[0.5578538491301954, 0.5657279113442923, 0.29751350511377783, 0.5845060359833142, 0.43964232052484653, 0.3021910269280519, 0.06718519652390131, 0.2527078597091249]"
146,Node_146,"[0.19785464967766442, 0.5420419845539489, 0.6016700217635939, 0.6085717243060165, 0.3881810010456791, 0.421229733685496, 0.83423842964064, 0.4762328135171624]"
147,Node_147,"[0.9877733321371224, 0.4396172300088649, 0.649580944617839, 0.0503629989933958, 0.6533399244188108, 0.8514263944150061, 0.9424578385332962, 0.9973206116397705]"
148,Node_148,"[0.2821786456492331, 0.5753700648257168, 0.45071798553214737, 0.563817480575171, 0.15745295718984664, 0.8561495725959415, 0.9095689433445876, 0.44966166311292255]"
149,Node_149,"[0.28042986157357686, 0.14083342765301232, 0.6837648247778044, 0.3122318396207352, 0.9095385699133887, 0.67101247484487, 0.6456853251742407, 0.5594021158982408]"
150,Node_150,"[0.04577633942872561, 0.931922435685587, 0.62793749329946, 0.9940619833831104, 0.537356404772887, 0.7101108919062131, 0.05620955786622217, 0.6317361768234109]"
151,Node_151,"[0.7646496115903573, 0.7785142948525573, 0.7701116522302854, 0.22628262729366766, 0.9753984776052259, 0.9951821206249387, 0.07559587516160127, 0.9364464228117573]"
152,Node_152,"[0.28944919430436933, 0.6892840817509648, 0.33811092073613214, 0.9677543233731215, 0.10150385830353548, 0.497746816956376, 0.42804779194207465, 0.3260234522779849]"
153,Node_153,"[0.6455339908801486, 0.13105574342166748, 0.7166624181336969, 0.9805921238047873, 0.8045587144686301, 0.8600167529095454, 0.3596367431790025, 0.3248866064812187]"
154,Node_154,"[0.5170483546901332, 0.04572661476227269, 0.9453581344565326, 0.1437851730161922, 0.9030130391680924, 0.0835822220003557, 0.8226249276785601, 0.15196252587821513]"
155,Node_155,"[0.0381316140914727, 0.7194894502594087, 0.2802653001744283, 0.7144961527843495, 0.5550852504728198, 0.10880739023006558, 0.9321300733011637, 0.45231417476347757]"
